"","x","age","workclass","education","educational.num","marital.status","race","gender","hours.per.week","income"
"33817",33817,64,"Private","10th",6,"Married-civ-spouse","White","Male",40,"<=50K"
"43186",43186,26,"Local-gov","Bachelors",13,"Never-married","Asian-Pac-Islander","Female",50,"<=50K"
"7618",7618,49,"Private","10th",6,"Divorced","White","Female",40,"<=50K"
"33008",33008,35,"Private","HS-grad",9,"Divorced","White","Female",45,"<=50K"
"30808",30808,48,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"3237",3237,27,"Private","12th",8,"Married-civ-spouse","White","Male",40,"<=50K"
"10858",10858,35,"Private","HS-grad",9,"Divorced","White","Male",50,"<=50K"
"11758",11758,66,"Self-emp-not-inc","11th",7,"Divorced","White","Female",40,">50K"
"45863",45863,21,"Private","Some-college",10,"Never-married","White","Female",40,"<=50K"
"24277",24277,38,"Private","Prof-school",15,"Separated","White","Male",35,">50K"
"3136",3136,21,"Self-emp-inc","Some-college",10,"Never-married","White","Male",40,"<=50K"
"9607",9607,29,"Private","Bachelors",13,"Never-married","White","Male",40,">50K"
"28394",28394,48,"Federal-gov","7th-8th",4,"Married-spouse-absent","White","Male",40,"<=50K"
"42600",42600,53,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"1836",1836,22,"Private","HS-grad",9,"Never-married","White","Female",60,"<=50K"
"46336",46336,44,"Private","10th",6,"Separated","Black","Female",40,"<=50K"
"2426",2426,36,"Private","Some-college",10,"Married-civ-spouse","White","Male",60,">50K"
"42011",42011,45,"Private","Masters",14,"Married-civ-spouse","White","Male",40,"<=50K"
"14955",14955,77,"Private","5th-6th",3,"Married-civ-spouse","White","Male",20,"<=50K"
"5608",5608,18,"Private","Some-college",10,"Never-married","White","Male",20,"<=50K"
"18071",18071,66,"Private","5th-6th",3,"Married-spouse-absent","White","Female",40,"<=50K"
"20675",20675,19,"?","Some-college",10,"Never-married","White","Male",50,"<=50K"
"22572",22572,35,"Private","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"48080",48080,31,"State-gov","Preschool",1,"Never-married","White","Male",24,"<=50K"
"16097",16097,47,"Self-emp-not-inc","Assoc-voc",11,"Separated","White","Female",40,"<=50K"
"9162",9162,47,"Private","HS-grad",9,"Widowed","White","Male",40,"<=50K"
"43078",43078,34,"Private","Bachelors",13,"Married-civ-spouse","White","Male",42,">50K"
"18783",18783,31,"Self-emp-not-inc","Bachelors",13,"Married-spouse-absent","White","Male",60,"<=50K"
"11157",11157,32,"Private","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"46701",46701,23,"Private","Some-college",10,"Never-married","White","Female",20,"<=50K"
"21806",21806,69,"Private","10th",6,"Never-married","White","Male",40,"<=50K"
"24142",24142,30,"Private","Masters",14,"Married-civ-spouse","White","Male",38,"<=50K"
"8955",8955,47,"Local-gov","Bachelors",13,"Divorced","White","Male",48,"<=50K"
"41656",41656,29,"Private","HS-grad",9,"Never-married","White","Female",45,"<=50K"
"44316",44316,33,"Private","Some-college",10,"Never-married","Black","Female",35,"<=50K"
"23588",23588,35,"Local-gov","Bachelors",13,"Married-civ-spouse","White","Male",40,"<=50K"
"9688",9688,78,"Local-gov","HS-grad",9,"Widowed","White","Female",5,"<=50K"
"40684",40684,30,"Local-gov","Assoc-voc",11,"Divorced","Amer-Indian-Eskimo","Female",40,"<=50K"
"2203",2203,28,"Private","Bachelors",13,"Never-married","White","Male",50,">50K"
"4545",4545,25,"Private","Some-college",10,"Never-married","Black","Female",40,"<=50K"
"15508",15508,38,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"13875",13875,41,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",40,">50K"
"45470",45470,48,"Private","Bachelors",13,"Married-spouse-absent","White","Female",70,">50K"
"840",840,52,"Private","11th",7,"Married-civ-spouse","White","Male",40,"<=50K"
"31298",31298,62,"Private","HS-grad",9,"Divorced","Black","Female",99,"<=50K"
"38184",38184,38,"Private","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"45455",45455,61,"Self-emp-not-inc","7th-8th",4,"Married-civ-spouse","White","Male",30,">50K"
"35947",35947,52,"Private","HS-grad",9,"Divorced","White","Male",30,"<=50K"
"15735",15735,26,"Local-gov","Assoc-voc",11,"Never-married","White","Male",40,"<=50K"
"44757",44757,57,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"47595",47595,38,"?","7th-8th",4,"Divorced","Black","Female",30,"<=50K"
"33976",33976,50,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"40088",40088,42,"Self-emp-not-inc","Assoc-voc",11,"Married-civ-spouse","White","Male",50,"<=50K"
"32158",32158,42,"State-gov","Bachelors",13,"Never-married","White","Female",40,"<=50K"
"1445",1445,27,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",40,"<=50K"
"21422",21422,38,"Private","Bachelors",13,"Married-civ-spouse","White","Male",55,">50K"
"36608",36608,26,"Private","Bachelors",13,"Never-married","White","Male",40,"<=50K"
"5018",5018,33,"Private","Bachelors",13,"Never-married","White","Male",40,"<=50K"
"48054",48054,17,"?","10th",6,"Never-married","White","Female",15,"<=50K"
"48211",48211,43,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",30,"<=50K"
"3460",3460,31,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"46052",46052,24,"State-gov","Assoc-acdm",12,"Married-civ-spouse","White","Male",30,"<=50K"
"43523",43523,26,"Private","Some-college",10,"Never-married","Black","Female",37,"<=50K"
"25346",25346,32,"Private","Prof-school",15,"Never-married","White","Male",60,"<=50K"
"10477",10477,45,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"42444",42444,25,"Private","Some-college",10,"Separated","White","Female",30,"<=50K"
"31746",31746,22,"?","11th",7,"Separated","Black","Female",40,"<=50K"
"47390",47390,25,"?","Assoc-voc",11,"Never-married","White","Male",90,"<=50K"
"1978",1978,20,"Private","HS-grad",9,"Never-married","Amer-Indian-Eskimo","Female",35,"<=50K"
"47179",47179,18,"?","12th",8,"Never-married","White","Female",12,"<=50K"
"25198",25198,24,"Private","Some-college",10,"Never-married","White","Female",30,"<=50K"
"12346",12346,29,"Private","10th",6,"Divorced","White","Female",30,"<=50K"
"7560",7560,39,"Private","7th-8th",4,"Separated","White","Male",40,"<=50K"
"46010",46010,32,"Private","Bachelors",13,"Married-civ-spouse","Asian-Pac-Islander","Male",40,"<=50K"
"45638",45638,52,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",55,">50K"
"3446",3446,36,"Local-gov","Assoc-voc",11,"Divorced","White","Female",60,"<=50K"
"48377",48377,27,"Private","Bachelors",13,"Never-married","White","Female",40,"<=50K"
"42418",42418,44,"Private","Bachelors",13,"Widowed","White","Female",32,"<=50K"
"2429",2429,39,"Private","Bachelors",13,"Married-civ-spouse","White","Male",52,"<=50K"
"49",49,52,"Private","11th",7,"Separated","Black","Female",18,"<=50K"
"46661",46661,20,"Private","Some-college",10,"Never-married","White","Female",40,"<=50K"
"30004",30004,45,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"30364",30364,26,"Local-gov","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"48196",48196,50,"Private","Bachelors",13,"Separated","White","Male",40,">50K"
"31004",31004,31,"Private","12th",8,"Divorced","White","Male",40,"<=50K"
"37196",37196,23,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"44200",44200,59,"Private","10th",6,"Married-civ-spouse","White","Male",50,"<=50K"
"18937",18937,27,"Private","Bachelors",13,"Never-married","Asian-Pac-Islander","Female",40,"<=50K"
"35965",35965,38,"Private","Some-college",10,"Married-civ-spouse","Black","Male",40,"<=50K"
"37343",37343,38,"Private","Some-college",10,"Divorced","Black","Female",40,"<=50K"
"19621",19621,31,"Private","HS-grad",9,"Widowed","White","Female",40,"<=50K"
"28457",28457,21,"?","Some-college",10,"Never-married","White","Female",40,"<=50K"
"34895",34895,33,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"34323",34323,58,"Private","HS-grad",9,"Married-civ-spouse","White","Male",44,"<=50K"
"5089",5089,28,"Private","7th-8th",4,"Married-civ-spouse","White","Male",35,"<=50K"
"41207",41207,62,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"4376",4376,18,"Self-emp-not-inc","11th",7,"Never-married","White","Male",24,"<=50K"
"4936",4936,22,"?","Some-college",10,"Never-married","White","Male",30,"<=50K"
"40255",40255,37,"Private","11th",7,"Married-civ-spouse","White","Male",40,">50K"
"10520",10520,31,"Self-emp-not-inc","10th",6,"Married-civ-spouse","White","Male",55,">50K"
"27024",27024,37,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"25979",25979,28,"Private","Some-college",10,"Never-married","Amer-Indian-Eskimo","Male",40,"<=50K"
"33060",33060,43,"Private","Masters",14,"Married-civ-spouse","Asian-Pac-Islander","Male",40,">50K"
"21678",21678,17,"Private","11th",7,"Never-married","White","Male",25,"<=50K"
"47998",47998,44,"Private","Some-college",10,"Never-married","Black","Male",55,"<=50K"
"32696",32696,38,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"48698",48698,33,"Private","Assoc-acdm",12,"Married-civ-spouse","White","Male",50,">50K"
"15103",15103,38,"Private","Some-college",10,"Never-married","Other","Male",40,"<=50K"
"43070",43070,33,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"17134",17134,46,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",50,"<=50K"
"35384",35384,20,"Private","HS-grad",9,"Never-married","Other","Male",40,"<=50K"
"31588",31588,23,"Private","Masters",14,"Never-married","White","Female",20,"<=50K"
"39384",39384,20,"Private","Some-college",10,"Never-married","White","Female",24,"<=50K"
"37028",37028,30,"Private","9th",5,"Never-married","Black","Male",40,"<=50K"
"21595",21595,25,"Self-emp-not-inc","Bachelors",13,"Never-married","Black","Female",20,"<=50K"
"8539",8539,63,"Private","Some-college",10,"Married-civ-spouse","White","Male",50,"<=50K"
"35604",35604,39,"Self-emp-not-inc","Bachelors",13,"Never-married","Asian-Pac-Islander","Male",60,"<=50K"
"9859",9859,60,"Private","HS-grad",9,"Divorced","White","Female",72,"<=50K"
"14291",14291,35,"Private","Bachelors",13,"Married-civ-spouse","White","Male",60,">50K"
"48799",48799,36,"Private","7th-8th",4,"Married-civ-spouse","White","Male",40,"<=50K"
"38982",38982,31,"Private","Assoc-acdm",12,"Married-civ-spouse","White","Male",40,"<=50K"
"16833",16833,36,"Self-emp-not-inc","HS-grad",9,"Separated","White","Female",40,"<=50K"
"29079",29079,51,"Self-emp-inc","Bachelors",13,"Married-civ-spouse","White","Male",40,"<=50K"
"9961",9961,41,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"29096",29096,40,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"29545",29545,66,"Private","HS-grad",9,"Married-civ-spouse","Black","Male",4,"<=50K"
"9810",9810,47,"Private","HS-grad",9,"Widowed","White","Female",40,"<=50K"
"1134",1134,49,"Private","5th-6th",3,"Married-spouse-absent","Asian-Pac-Islander","Female",20,"<=50K"
"16926",16926,31,"Private","Some-college",10,"Married-civ-spouse","White","Male",45,"<=50K"
"38262",38262,48,"Private","Assoc-acdm",12,"Divorced","White","Female",40,"<=50K"
"4690",4690,50,"Local-gov","Some-college",10,"Divorced","White","Male",40,"<=50K"
"24401",24401,34,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",75,">50K"
"24243",24243,47,"Private","Prof-school",15,"Divorced","White","Male",40,"<=50K"
"2324",2324,50,"?","Some-college",10,"Married-civ-spouse","Asian-Pac-Islander","Male",50,"<=50K"
"25127",25127,30,"Private","Some-college",10,"Separated","Asian-Pac-Islander","Female",40,"<=50K"
"39230",39230,46,"Federal-gov","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"6873",6873,21,"Private","Some-college",10,"Never-married","White","Male",25,"<=50K"
"17061",17061,54,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"8425",8425,37,"Local-gov","Bachelors",13,"Married-civ-spouse","White","Female",40,">50K"
"15678",15678,50,"Private","HS-grad",9,"Divorced","White","Female",32,"<=50K"
"32703",32703,44,"Federal-gov","Assoc-acdm",12,"Divorced","White","Female",40,"<=50K"
"3270",3270,49,"Self-emp-inc","Prof-school",15,"Widowed","White","Male",50,">50K"
"6437",6437,30,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"39865",39865,31,"Local-gov","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"17889",17889,47,"Private","HS-grad",9,"Separated","White","Male",40,"<=50K"
"38614",38614,36,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"38412",38412,67,"?","Masters",14,"Married-civ-spouse","White","Male",2,"<=50K"
"42034",42034,36,"Private","Assoc-acdm",12,"Divorced","Asian-Pac-Islander","Female",40,"<=50K"
"12278",12278,41,"Self-emp-inc","Assoc-acdm",12,"Married-civ-spouse","White","Male",50,">50K"
"685",685,34,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"25059",25059,47,"Private","9th",5,"Married-civ-spouse","White","Male",40,"<=50K"
"16555",16555,27,"Local-gov","Masters",14,"Never-married","White","Male",35,"<=50K"
"25621",25621,46,"Private","Some-college",10,"Divorced","White","Female",40,"<=50K"
"1974",1974,43,"Self-emp-inc","Some-college",10,"Married-civ-spouse","White","Male",60,"<=50K"
"48037",48037,35,"Private","HS-grad",9,"Never-married","White","Male",30,"<=50K"
"7052",7052,36,"Private","Some-college",10,"Married-spouse-absent","White","Female",28,"<=50K"
"34445",34445,22,"Local-gov","Assoc-acdm",12,"Never-married","Black","Female",35,"<=50K"
"39366",39366,48,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"47355",47355,17,"?","11th",7,"Never-married","White","Female",15,"<=50K"
"7706",7706,29,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"34888",34888,20,"Private","Some-college",10,"Never-married","White","Male",25,"<=50K"
"11889",11889,37,"Private","Masters",14,"Never-married","Black","Male",50,">50K"
"39034",39034,31,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"35165",35165,31,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"26702",26702,37,"Private","HS-grad",9,"Married-civ-spouse","Black","Male",40,"<=50K"
"2304",2304,26,"Local-gov","Bachelors",13,"Married-civ-spouse","White","Male",43,"<=50K"
"23173",23173,34,"Self-emp-not-inc","Some-college",10,"Divorced","White","Female",50,"<=50K"
"10422",10422,27,"Private","7th-8th",4,"Divorced","White","Female",50,"<=50K"
"41894",41894,59,"Private","11th",7,"Married-civ-spouse","White","Male",40,"<=50K"
"27639",27639,24,"Private","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"11004",11004,19,"?","HS-grad",9,"Never-married","White","Female",25,"<=50K"
"25722",25722,39,"Self-emp-inc","Bachelors",13,"Married-civ-spouse","White","Male",45,"<=50K"
"40005",40005,25,"Private","Some-college",10,"Never-married","White","Male",15,"<=50K"
"691",691,24,"Private","Bachelors",13,"Married-civ-spouse","White","Male",35,">50K"
"30190",30190,30,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"48391",48391,48,"Private","Assoc-acdm",12,"Married-civ-spouse","White","Male",50,">50K"
"5477",5477,24,"?","Some-college",10,"Never-married","White","Female",38,"<=50K"
"11296",11296,47,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"7647",7647,53,"Self-emp-inc","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"28481",28481,27,"Private","Bachelors",13,"Never-married","White","Male",45,"<=50K"
"15037",15037,34,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","White","Male",35,">50K"
"12960",12960,25,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"12828",12828,26,"Private","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"24351",24351,57,"?","5th-6th",3,"Married-civ-spouse","White","Male",84,">50K"
"18167",18167,22,"Private","HS-grad",9,"Never-married","White","Female",45,"<=50K"
"12000",12000,17,"Private","11th",7,"Never-married","White","Female",16,"<=50K"
"8755",8755,23,"Private","Bachelors",13,"Never-married","White","Male",25,"<=50K"
"28542",28542,31,"Private","HS-grad",9,"Never-married","Black","Male",50,"<=50K"
"42331",42331,21,"Private","HS-grad",9,"Never-married","White","Male",35,"<=50K"
"23864",23864,32,"Self-emp-not-inc","HS-grad",9,"Separated","White","Male",50,"<=50K"
"25237",25237,30,"Self-emp-not-inc","Some-college",10,"Married-civ-spouse","White","Female",55,">50K"
"14033",14033,52,"Private","HS-grad",9,"Divorced","White","Male",84,"<=50K"
"1486",1486,44,"Local-gov","Bachelors",13,"Never-married","White","Male",55,"<=50K"
"32293",32293,39,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"29725",29725,41,"Private","Prof-school",15,"Married-civ-spouse","White","Male",50,"<=50K"
"30724",30724,27,"Private","Some-college",10,"Married-civ-spouse","Amer-Indian-Eskimo","Female",45,"<=50K"
"46409",46409,30,"Private","Masters",14,"Never-married","White","Male",40,">50K"
"48376",48376,30,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"44311",44311,32,"Self-emp-not-inc","HS-grad",9,"Never-married","White","Female",60,"<=50K"
"16355",16355,23,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"13748",13748,46,"State-gov","Masters",14,"Divorced","White","Male",50,">50K"
